name,link,published,id,district,county,party,personal_history,occupation,parents,education,career,affiliations,military_service,district_1_street1,district_1_street2,district_1_citystatezip,district_1_phone,district_2_street1,district_2_street2,district_2_citystatezip,district_2_phone,district_3_street1,district_3_street2,district_3_citystatezip,district_3_phone,capitol_street1,capitol_street2,capitol_citystatezip,capitol_phone,image_src,member_elect,member_vacant
MARIA COLLETT,https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1799,"time.struct_time(tm_year=2025, tm_mon=1, tm_mday=16, tm_hour=11, tm_min=16, tm_sec=11, tm_wday=3, tm_yday=16, tm_isdst=0)",Senate_12_20250116_111611,12,Montgomery County (Part),D,,State Senator,,,"Senator Maria Collett represents the 12th Senatorial District across parts of Montgomery County, stretching from Lower Moreland in the east to Salford Township in the west.<br /><br /><br /><br />Sen. Collett is a lifelong advocate for working families. Following a successful career as a Deputy Attorney General in Camden County, New Jersey advocating for the rights of children, Sen. Collett pursued her passion for healthcare by transitioning to nursing. After graduating from nursing school, she found tremendous purpose and pride caring for patients at the bedside, working as a Level I trauma nurse, in pediatric home health, and in long-term care with aging adults. With the goal of serving her community on an even larger scale, Sen. Collett successfully ran for office in 2018, becoming the first Democrat elected to the seat.<br /><br /><br /><br />Sen. Collett grew up in Maryland, raised by her Greek immigrant father, who came to the U.S. to earn a Ph.D. in Economics, and her mother, who rose form a disadvantaged childhood to become the first member of her family to graduate from college. Their experiences instilled the values of education, hard work, integrity and humility in Sen. Collett from a young age. Sen. Collett has a BA in English Literature from the University of Maryland at College Park, a JD from Rutgers University School of Law, and a BSN from Drexel University.<br /><br /><br /><br />Now serving in her second term, Sen. Collett remains committed to ensuring a better future for every Pennsylvanian. She is a strong advocate for more affordable, accessible healthcare - including mental and behavioral healthcare. As a registered nurse, she continues to fight for fair working conditions, wages and workforce development programs for frontline healthcare professionals. In 2021, Sen. Collett championed the Nursing Workforce Initiative, which included a $55 million student loan relief program for Pennsylvania nurses.<br /><br /><br /><br />Sen. Collett's legislative record shows her dedication to making life safer and more affordable for everyone. As the prime sponsor of the Family Care Act, Sen. Collett is working to establish a statewide paid family and medical leave program. She advocated for the expansion of PA's Child & Dependent Care Tax Credit as part of the 2023-24 budget, tripling the maximum tax credit and giving a much-needed boost to working families. And she has secured tens of millions of dollars in state grant funding to improve public safety infrastructure - from police station upgrades and roadway repairs to nonprofit security and victim services.<br /><br /><br /><br />In 2024, Sen. Collett's colleagues elected her to serve as the Pennsylvania Senate Democratic Caucus Chair. In her new role, she leads caucus meetings during session days, keeps her fellow members up to date on bill activities in committee, and facilities discussions around legislative strategy. Sen. Collett is also the Minority Chair of the Aging & Youth Committee and serves on the Health & Human Services, Institutional Sustainability & Innovation, Judiciary, and Rules & Executive Nominations Committees.<br /><br /><br /><br />Sen. Collett and her husband Len, an attorney, reside in Lower Gwynedd Township with their son August and two dogs, Foster and Otis. She is an avid reader, muscle car enthusiast and movie buff.",,,1035 Virginia Drive,Suite 201,"Fort Washington, PA 19034",(215) 368-1429,,,,,,,,,458 Main Capitol,,"Harrisburg, PA 17120",(717) 787-6599,https://www.palegis.us/resources/images/members/200/1799.jpg,,false
SCOTT MARTIN,https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1763,"time.struct_time(tm_year=2025, tm_mon=3, tm_mday=3, tm_hour=16, tm_min=20, tm_sec=40, tm_wday=0, tm_yday=62, tm_isdst=0)",Senate_13_20250303_042040,13,Berks County (Part) and Lancaster County (Part),R,,State Senator,Robert and Kathleen Martin,,"Scott Martin is a lifelong Lancaster County resident with deep roots in the community.  He was elected to his first term representing the 13th Senatorial District in November 2016 and re-elected in 2020 and 2024.<br /><br /><br /><br />Scott currently serves as chair of the Senate Appropriations Committee, which plays a crucial role in negotiating and developing the state budget and is responsible for reviewing all legislation for its fiscal impact. He previously served as chair of the Senate Education Committee and Senate Local Government Committee.<br /><br /><br /><br />While in the Senate, dozens of Scott's bills have become law as well as a constitutional amendment, which was approved by Pennsylvania voters in May 2021, that limited the power of a governor to issue open-ended emergency declarations that last longer than necessary.<br /><br /><br /><br />Some of the laws he has authored include initiatives to:<br /><br />•	Create the Grow PA grant program to encourage more young people to pursue careers in high demand industries in Pennsylvania.<br /><br />•	Improve school safety by creating the School Safety and Security Grant Program and the Safe2Say Something anonymous school threat reporting system.<br /><br />•	Create the Pediatric Cancer Research Fund and allow for donations to the fund.<br /><br />•	Create the Clean Streams Fund and the Agricultural Conservation Assistance Program to support clean water in Pennsylvania communities.<br /><br />•	Strengthen penalties against repeat DUI offenders.<br /><br />•	Provide new educational resources for students who are facing extended absences from school due to injury or illness.<br /><br />•	Protect young victims of sexual assault.<br /><br />•	Help more taxpayers benefit from property tax discounts and extended payment deadlines.<br /><br />•	Protect members of volunteer fire companies and EMS services who are injured in the line of duty.<br /><br />•	Provide a sales tax exemption for food and drink sold during volunteer fire company fundraisers. <br /><br />•	Support the redesign of the Pennsylvania State System of Higher Education.<br /><br />•	Allow Lancaster County municipalities to opt-out of allowing video gaming terminals.<br /><br /><br /><br />Outside of his regular Senate responsibilities, Scott also serves as chairman of the PA Athletic Oversight Committee and as a member of the Chesapeake Bay Commission (CBC). He was elected to serve as chair of CBC in 2023. <br /><br /><br /><br />Prior to his election to the state Senate, Scott served as a Lancaster County commissioner and helped to clean up what had become a dysfunctional and ineffective government. As commissioner, Scott never voted for a tax increase, downsized government by cutting duplicative agencies and departments, reduced debt by $40 million and lowered costs for taxpayers through privatization and public employee benefit reform.<br /><br /><br /><br />He led many statewide reform efforts through the County Commissioners Association of Pennsylvania and was elected chair of the Republican Caucus of County Commissioners for eight years. Before entering public service, Scott was successful in the private sector as a licensed realtor and local landlord. In addition, for 13 years, he worked in the juvenile justice system, including serving as director of the Lancaster County Youth Intervention Center.<br /><br /><br /><br />Running the county's juvenile detention and emergency shelter-care facilities, he oversaw the effective operation of a $5.5 million budget and 150-employee organization. Scott was also the elected vice president of the Juvenile Detention Centers Association of Pennsylvania and served on the Pennsylvania Commission on Crime and Delinquency's Detention Steering Committee.<br /><br /><br /><br />Scott served on the board of directors of the Dr. Gene A. Carpenter Football Foundation, volunteers as a youth sports coach in wrestling and football, and gave his time and effort to groups like the United Way of Lancaster County and the Pennsylvania Dutch Convention and Visitors Bureau.<br /><br /><br /><br />Scott is a graduate of Lancaster Catholic High School where he was a PIAA and national heavyweight wrestling champion, and Millersville University, where he graduated with a degree in Sociology/Criminal Justice and became a three-time, First Team Pennsylvania State Athletic Conference (PSAC) Defensive Tackle and two-time All-American. After his college career, Scott was a free agent camp invitee of the New York Giants in the NFL and had three different stints in the Arena Football League. <br /><br /><br /><br />Scott has been inducted into the Lancaster Catholic Athletic Hall of Honor, the Millersville University Athletic Hall of Fame, the Lancaster-Lebanon League Wrestling Hall of Fame, the District III Wrestling Hall of Fame, the Lancaster County Sports Hall of Fame and the Pennsylvania Sports Hall of Fame, Susquehanna Valley Chapter. Recently, in recognition of the 150th anniversary of college football, Scott was named one of the 150 greatest players/contributors in PSAC history, one of ten Millersville Marauders to earn that honor.<br /><br /><br /><br />Scott and his wife Amber are the proud parents of four children: Alexia, Hayden, Alivia and Gavin.",,,135 E. Main Street,Suite 1-A,"Strasburg, PA 17579",(717) 397-1309,,,,,,,,,281 Main Capitol,,"Harrisburg, PA 17120",(717) 787-6535,https://www.palegis.us/resources/images/members/200/1763.jpg,,false
NICK MILLER,https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=2009,"time.struct_time(tm_year=2025, tm_mon=3, tm_mday=25, tm_hour=8, tm_min=42, tm_sec=34, tm_wday=1, tm_yday=84, tm_isdst=0)",Senate_14_20250325_084234,14,Lehigh County (Part) and Northampton County (Part),D,,,,,"Senator Nick Miller represents Pennsylvania's 14th Senate District, which includes parts of Lehigh and Northampton Counties. <br /><br /> <br /><br />Senator Miller is a fifth-generation Allentown resident. He graduated with a bachelor's degree from Penn State University, a master's in public administration from the University of Pennsylvania and a master's in law degree from Penn Carey Law School. After completing his education, he started at IBM as a project manager. In 2019, he ran for the Allentown School Board and started a small business, gaining firsthand experience in the opportunities and challenges facing residents in our local communities. <br /><br /> <br /><br />In the state Senate he serves in leadership as the Democratic Policy Chair and remains an advocate for students, educators, and policies that support economic growth for families and businesses in the Lehigh Valley and across Pennsylvania.",,,740 W. Hamilton St.,Suite 200,"Allentown, PA 18101",(610) 821-8468,,,,,,,,,352 Main Capitol,,"Harrisburg, PA 17120",(717) 787-7105,https://www.palegis.us/resources/images/members/200/2009.jpg,,false
PATTY KIM,https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1636,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=21, tm_hour=11, tm_min=35, tm_sec=20, tm_wday=4, tm_yday=52, tm_isdst=0)",Senate_15_20250221_113520,15,Dauphin County (Part),D,Married to John Sider,Former Harrisburg City Council Member,,"Langley High School, 1991<br />Boston College (Bachelor), 1995","Senator Patty Kim, a former news anchor, reporter, Harrisburg City Councilwoman, and state representative since 2012, has been a leader in government reform, transparency, and fighting for working families for decades. She was recently elected to serve the 15th Senatorial District as its new state senator. Kim's priorities in the General Assembly include taking a solution-based approach to statewide issues, working in cooperation and collaboration with colleagues, and utilizing her record of service to support initiatives that stand to better the lives of the citizens she represents.<br /><br /><br /><br />While in the House of Representatives, Patty led her caucus's charge to provide a livable wage for all Pennsylvanians by introducing bills to increase the minimum wage to $15 an hour. She will continue her fight for a minimum wage increase to restore the middle class by lifting thousands of Pennsylvanians out of poverty. Other priorities include combating climate change and bolstering public schools by ensuring qualified teachers receive competitive pay and by providing pathways for college students to enter the profession.<br /><br /><br /><br />In the House of Representatives, Kim served as the Chair of the House Insurance Committee and was previously Chair of the Aging and Older Adult Services Committee, which made her the first Asian American to serve as Chair of a PA House Committee. She is also credited with creating and serving as the first Chair of the PA Legislative Asian Pacific American Caucus. In the Senate, Patty serves as Minority Chair of the Local Government Committee and a member of the Appropriations Committee, Aging and Youth Committee, Banking and Insurance Committee, and Community, Economic, and Recreational Development Committee. <br /><br /><br /><br />Prior to her work in the legislature, Kim was elected to Harrisburg's City Council where she served two terms. She was elected as council Vice President by her colleagues during her second term.<br /><br /><br /><br />A 1995 graduate of Boston College, Kim is married to John Sider and together they have two children, Brielle and Ryan.",,,,,,,,,,,,,,,17 East Wing,P.O. Box 202103,"Harrisburg, PA 171202103",(717) 787-6801,https://www.palegis.us/resources/images/members/200/1636.jpg,,false
JARRETT COLEMAN,https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=2008,"time.struct_time(tm_year=2025, tm_mon=1, tm_mday=16, tm_hour=13, tm_min=59, tm_sec=39, tm_wday=3, tm_yday=16, tm_isdst=0)",Senate_16_20250116_015939,16,Bucks County (Part) and Lehigh County (Part),R,,,,,"Jarrett Coleman was elected to the State Senate in November 2022 to represent the people of the 16th Senate District.<br /><br /><br /><br />He chairs the Senate Intergovernmental Operations Committee, the panel responsible for reviewing proposals to restructure and streamline state government. Coleman also serves on the Senate Finance Committee as vice chair and as a member of the Senate Community, Economic and Recreational Development; Education; Game and Fisheries; Urban Affairs and Housing; and Appropriations committees.<br /><br /><br /><br />He was previously elected to the Parkland School Board in Lehigh County, where he was a voice for parents seeking transparency, and taxpayers seeking an advocate to curb wasteful spending.<br /><br /><br /><br />Jarrett is working to return the government to serving the people.  <br /><br /><br /><br />An airline pilot, Jarrett was born and raised in the Lehigh Valley and lives with his wife, Katie, with their three children and dogs.<br /><br /><br /><br />He is a graduate of Embry-Riddle Aeronautical University with a Bachelor of Science in Aeronautics and a Master of Business Administration.",,,7535 Windsor Drive,Suite 200-B,"Allentown, PA 18106",(484) 861-4964,314 W. Broad Street,Room 102,"Quakertown, PA 18951",(267) 551-3744,,,,,459 Main Capitol,,"Harrisburg, PA 17120",(717) 787-1349,https://www.palegis.us/resources/images/members/200/2008.jpg,,false
AMANDA M. CAPPELLETTI,https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1923,"time.struct_time(tm_year=2025, tm_mon=6, tm_mday=9, tm_hour=18, tm_min=33, tm_sec=23, tm_wday=0, tm_yday=160, tm_isdst=0)",Senate_17_20250609_063323,17,Delaware County (Part) and Montgomery County (Part),D,,State Senator,,"Chestnut Hill College, B.S. <br />Temple University James E. Beasley School of Law, J.D. <br />Temple University, College of Health Professions and Social Work, M.P.H.","Senator Amanda Cappelletti represents the 17th Senatorial District in Montgomery and Delaware Counties. The district encompasses Radnor and Haverford in Delaware Counties and 9 municipalities in Montgomery County from Lower Merion into Norristown and Blue Bell. Senator Cappelletti is a born and raised advocate for Pennsylvania. Through her upbringing and career, Amanda has put helping others first. Whether it was a service project in junior high or stepping up to protect reproductive rights in Pennsylvania, Amanda will lend a hand to those who need it most. An attorney with a Master's in Public Health, Amanda has worked in Harrisburg to advance progressive policy. She worked with Representative Donna Bullock and as a Fellow for the ACLU of Pennsylvania. She was a member of the first group awarded the William Penn Fellowship through the Governor's Office: first as an advocate for children at the Office of Child Development and Early Learning, and then at the Department of Human Services as a policy specialist tracking legislation to assess implementation. Most recently, Amanda served as Director of Policy for Planned Parenthood advocating for reproductive health. In 2017, Amanda was elected to East Norriton's Board of Supervisors, where she led the conversation in police reform and successfully decriminalized marijuana. A life-long resident of Pennsylvania, Amanda grew up in Boyertown and graduated from Boyertown Area Senior High. She attended Chestnut Hill College for her undergraduate degree, and received her law degree and Master's in Public Health from Temple University. She currently resides in East Norriton with her husband, Gregory McQuiston, a U.S. Navy veteran.",,,221 West Main St.,,"Norristown, PA 19401",(610) 768-4200,50 E. Wynnewood Road,Suite 210,"Wynnewood, PA 19096",(610) 896-2832,,,,,183 Main Capitol,,"Harrisburg, PA 17120",(717) 787-5544,https://www.palegis.us/resources/images/members/200/1923.jpg,,false
LISA M. BOSCOLA,https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=179,"time.struct_time(tm_year=2025, tm_mon=1, tm_mday=16, tm_hour=14, tm_min=21, tm_sec=36, tm_wday=3, tm_yday=16, tm_isdst=0)",Senate_18_20250116_022136,18,Lehigh County (Part) and Northampton County (Part),D,"State Senator Lisa M. Boscola has spent the majority of her professional career working to improve the lives of Lehigh Valley residents. Born in Bethlehem on April 6, 1962 to Richard and Anna Stofko - Senator Boscola has remained a proud steel worker's daughter and life-long resident of the Lehigh Valley, a fact which has made her intimately familiar with the issues that face her district and the people she represents. First elected to the Pennsylvania General Assembly in 1994, Senator Boscola served two terms in the state House and is serving her fifth term representing the 18th Senatorial District, consisting of Northampton and Lehigh Counties. Prior to her election to the General Assembly, Senator Boscola served as Deputy Court Administrator with the Northampton County Court. She received her Bachelors and Masters degrees from Villanova University cum laude.",State Senator,Richard J. and Anna,"Wilson College for Minor Judiciary, Certification for D.J., 1987;  Villanova University, B.A. Political Science, (cum laude), 1984;  M.A. Political Science, 1985","Throughout her legislative career, Senator Boscola has worked tirelessly to bring property tax reform to the forefront of the debate in the General Assembly.  Senator Boscola has been a leading proponent of the total elimination of the local school property tax and has been a co-sponsor of Senate Bill 76. Every Session, she has also introduced legislation to freeze property taxes on seniors so that they can remain in their homes. Redistricting reform has been an issue that Senator Boscola has continued to fight for through the years by introducing legislation to amend the Pennsylvania Constitution, and change the way the Commonwealth conducts the redistricting process by removing politics and creating a truly Independent Citizen's Commission. Senator Boscola has also focused on the need for state government to promote economic development initiatives to provide family sustaining jobs to the Lehigh Valley and across the Commonwealth. She has worked diligently to bring the Lehigh Valley region our fair share of state funds for worthwhile local projects. She has been a strong advocate for funding economic development programs with proven track records of job creation and retention such as the Ben Franklin Technology Centers, Small Business Development Center and the Manufacturer's Resource Center. Working with the private sector to drive growth, job expansion and retention has been a focus for Senator Boscola. Cutting out the red tape, ensuring the State's incentives are competitive with surrounding states is one way government can help promote growth. Most recently, Senator Boscola was the proud prime sponsor of the omnibus bill, Senate Bill 421 of 2019-20, which is known, today, as Act 77 of 2019. Act 77 was the largest voting modernization bill in decades that included the elimination of straight party voting, extending the deadline for absentee ballot submissions, and created a no excuse mail-in voting option for all Pennsylvania voters, in which, ""kitchen tables and living rooms will be converted in polling places. Researching a candidate can be done while you vote from the comfort of your own home."" Senator Boscola was instrumental in bringing a City Revitalization and Improvement Zone (CRIZ) designation to Bethlehem. Senator Boscola fought hard to ensure that Bethlehem had an opportunity to submit a CRIZ application and has worked to ensure that the incentive will be a tool that would drive new growth to the region. It was in Senator Boscola's recognition that staying competitive required creative incentives to help generate new growth in the region, which is what the CRIZ accomplished. As our region continued to recover from the loss of Bethlehem Steel, the CRIZ looked to leverage new state tax increments to complete difficult development projects in Bethlehem and beyond. The redevelopment of the vacant steel land has proven successful and has created diverse job opportunities that have enabled Bethlehem and the Lehigh Valley to flourish and remain one of the most competitive regions, of size, in the Northeast. Currently, Senator Boscola serves as the Chair of the Consumer Protection and Professional Licensure Committee where she has tirelessly protected consumers from utility rate increases. From 2011 through 2020, Senator Boscola served as Chair of the Senate Democratic Policy Committee, where she lead the fight to bring policies into state government that would create family sustaining jobs, protect the rights of victims of crime, reform and reduce the size of state government and promote school to work opportunities.  Along with Consumer Protection, Senator Boscola is also a member of the Judiciary, Banking & Insurance, Game and Fisheries, Rules & Executive Nominations and Community, Economic & Recreational Development Committees.  Senator Boscola is also involved in a number of legislative caucus' including serving as co-chair of the Economy, Business & Jobs Caucus and the Community College Caucus. She is also a member of the Local & School Property Tax Relief Caucus, Legislative Sportsmen Caucus, Fire & Emergency Services Caucus, Early Childhood Education Caucus, among others. Senator Boscola resides in Bethlehem Township with her husband, Ed Boscola and their furry felines.",,,1 East Broad Street,Suite 120,"Bethlehem, PA 18018",(610) 868-8667,,,,,,,,,458 Main Capitol,,"Harrisburg, PA 17120",(717) 787-4236,https://www.palegis.us/resources/images/members/200/179.jpg,,false
CAROLYN T. COMITTA,https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1790,"time.struct_time(tm_year=2024, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=20, tm_sec=30, tm_wday=2, tm_yday=325, tm_isdst=0)",Senate_19_20241120_122030,19,Chester County (Part),D,,"Vice President TCA, Inc., Mayor of West Chester, PA (2010-2017), PA State Representative (2016-2020)",,"Downingtown High School<br />West Chester State College, BS Ed. 1974<br />Widener University","State Senator Carolyn T. Comitta is a leader in championing our communities, defending our environment, and working to ensure a safer, cleaner, and brighter future for the next generation of Pennsylvanians and beyond.<br /><br />From the classroom to the board room to the state legislature, Comitta has consistently advocated for the issues that matter to all residents and their families - quality education, affordable healthcare, sustainable energy, safe schools and neighborhoods, clean air and water, a competitive economy, strong transportation infrastructure, and communities that welcome and respect the contributions and dignity of every person.<br /><br />Comitta is known for her success in building diverse coalitions, her resolve in tackling tough issues, large and small, and her ability to inspire the optimism and hope needed to prevail against seemingly overwhelming odds.<br /><br />As a result of her leadership, Comitta was elected to serve as State Senator for Pennsylvania's 19th District, representing the people of Chester County, in 2020.<br /><br />In the Senate, Comitta serves as minority chair of the Environmental Resources and Energy Committee and on the Agriculture and Rural Affairs, Aging and Youth, Education, and Local Government Committees. <br /><br />Before being elected state Senator, Comitta served two terms, beginning in 2016, as State Representative for the 156th Legislative District. In the House of Representatives, she served as Secretary of the Environmental Resources and Energy Committee and on the Appropriations Committee and the Aging and Older Adults Committee. Comitta was also Vice Chair of the Pennsylvania Joint Legislative Air and Water Pollution Control and Conservation Committee, Vice Chair of the Climate Caucus, Vice Chair of the House Southeast Delegation, and a member of the Pennsylvania Commission for Women.<br /><br />Comitta was first elected to public office on West Chester Borough Council, where she served from 2006 to 2010. In 2010, she became the first woman and first bipartisan-elected mayor of West Chester. During her time on council and as mayor, she helped guide local, state, national and international organizations and gained a deep and broad knowledge of public policy and governance.<br /><br />Comitta began her professional career as a public school teacher and curriculum advisor, developing special and gifted education programs for the Octorara Area School District. She has combined her lifelong passion for teaching and learning with the need to address the climate crisis threatening our planet. Comitta is an active member of World Information Transfer, a nonprofit United Nations NGO focused on educating people and communities about the connection between our environment and public health. Through her ongoing efforts, she has touched the lives of thousands of young people, opening their eyes and minds to the impacts of the environment on everyday life.<br /><br />Beyond her legislative work, Comitta is Vice President of Thomas Comitta Associates, a town planning and landscape architecture firm committed to excellence in planning, design, environmental sustainability, education, and public health.<br /><br />Comitta is also actively involved in a number of community efforts, including the Greater West Chester Chamber of Commerce, the Rotary Club of West Chester, the League of Women Voters, and has served on various boards at West Chester University, including the Dean's Advisory Board to its College of Arts and Humanities.<br /><br />Comitta lives in West Chester, Pennsylvania with her husband, Tom. They have two grown children and three young grandchildren.",,,17 East Gay St.,Suite 301,"West Chester, PA 19380",(610) 692-2112,,,,,,,,,457 Main Capitol,,"Harrisburg, PA 171202156",(717) 787-5709,https://www.palegis.us/resources/images/members/200/1790.jpg,,false
LISA BAKER,https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1077,"time.struct_time(tm_year=2024, tm_mon=11, tm_mday=19, tm_hour=10, tm_min=45, tm_sec=4, tm_wday=1, tm_yday=324, tm_isdst=0)",Senate_20_20241119_104504,20,"Luzerne County (Part), Pike County (Part), Susquehanna County, Wayne County (Part) and Wyoming County",R,Married to Gary Baker<br />One son,State Senator,"Edward W. Jones, II (dec.) and Martha C. (dec.)","Shippensburg University, B.A. Government Administration, 1983","research analyst, Sen. Robert Jubelirer; chief of staff, Sen. Charles Lemmond; NE Director, Gov. Tom Ridge; deputy chief of staff, Gov. Tom Ridge and Gov. Mark Schweiker; executive director, the Blue Ribbon Foundation; 2012 Legislator of the Year Award, American Heart Association; 2012 Jesse S. Heiges Distinguished Alumnus Award, Shippensburg University; 2011-12 Guardian of Small Business Award, NFIB; 2010 Patrick Henry Award, National Guard Association of the United States; 2008 James Baird Legislative Award, Firemen's Legislative Federation; 2007 Outstanding Service Award, Pennsylvania War Veterans Council. Member of Senate 2007 to date.",,,22 Dallas Shopping Center,,"Dallas, PA 18612",(570) 675-3931,2512 Route 6,Suite 3,"Hawley, PA 18428",(570) 226-5960,50 N. Walnut St.,Suite 105,"Nanticoke, PA 18634",(570) 740-2432,173 Main Capitol,,"Harrisburg, PA 17120",(717) 787-7428,https://www.palegis.us/resources/images/members/200/1077.jpg,,false
SCOTT HUTCHINSON,https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1629,"time.struct_time(tm_year=2024, tm_mon=11, tm_mday=19, tm_hour=11, tm_min=24, tm_sec=44, tm_wday=1, tm_yday=324, tm_isdst=0)",Senate_21_20241119_112444,21,"Butler County (Part), Clarion County, Erie County (Part), Forest County, Venango County and Warren County",R,Married to Mary Beth,State Senator,,"University of Pennsylvania Wharton School of Finance, Bachelor of Science in Economics, 1983; University of Pittsburgh at Titusville; Thiel College","Chief Deputy County Treasurer for Venango County, 1984 to 1992; member of the Oil City Area School Board, 1985 to 1992; Venango County Board of Assistance, 1986 to 1992; member of Pennsylvania House of Representatives 64th District, 1992 to 2012; member of the Pennsylvania Senate, January 2013 to date; member of St. Joseph Church.",,,229 Elm Street,,"Oil City, PA 16301",(814) 677-6345,110 E. Diamond Street,,"Butler, PA 160015999",(724) 282-1234,22045 Route 6,,"Warren, PA 163657952",(814) 728-2100,337 Main Capitol,,"Harrisburg, PA 17120",(717) 787-9684,https://www.palegis.us/resources/images/members/200/1629.jpg,,false
MARTY FLYNN,https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1626,"time.struct_time(tm_year=2024, tm_mon=12, tm_mday=2, tm_hour=11, tm_min=12, tm_sec=32, tm_wday=0, tm_yday=337, tm_isdst=0)",Senate_22_20241202_111232,22,Lackawanna County (Part) and Luzerne County (Part),D,,State Senator,,"Scranton Preparatory School, 1994<br />Marywood University B.S. Legal Studies, 1999",,,,409 North Main Ave,Jay Commons,"Scranton, PA 18504",(570) 207-2881,27 North River Street,,"Plains, PA 18705",(570) 325-3457,,,,,543 Main Capitol,,"Harrisburg, PA 17120",(717) 787-6481,https://www.palegis.us/resources/images/members/200/1626.jpg,,false
